Jawaban,Produk,Fitur,Bahan
"[3, 3, 3, 3, 1, 1, 1, 4, 2, 2, 1, 3, 2, 4]","Sunscreen, Moisturizer","Balancing, Balanced","Allantoin, Panthenol, Water, Cica"
"[3, 2, 2, 4, 4, 3, 2, 2, 1, 2, 1, 1, 3, 1]","Essence, Spot Treatment","Acne Free, Protective","Niacinamide, Ceramide, Panthenol, Salicylic Acid"
"[2, 1, 1, 2, 4, 1, 1, 1, 1, 1, 3, 3, 4, 1]","Sunscreen, Moisturizer","Pore Care, UV Protection","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[1, 1, 3, 1, 2, 1, 4, 3, 4, 3, 2, 2, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Prevention","Allantoin, Panthenol, Glycerin, Ceramide"
"[2, 4, 2, 4, 4, 3, 4, 2, 2, 3, 3, 2, 2, 1]","Booster, Cleanser","Pore Care, Balancing","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[4, 1, 1, 1, 2, 2, 1, 4, 3, 4, 2, 1, 1, 2]","Serum, Sunscreen","Acne Free, Soothing","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 3, 2, 1, 1, 1, 4, 1, 4, 2, 3, 4, 2, 2]","Sunscreen, Calming Mask","Balanced, Calming","Allantoin, Niacinamide, Panthenol, Cica"
"[1, 1, 1, 1, 2, 1, 4, 4, 4, 4, 4, 2, 3, 1]","Sunscreen, Booster","Hydrating, UV Protection","Panthenol, Glycerin, Ceramide, Niacinamide"
"[3, 3, 2, 3, 1, 1, 4, 2, 1, 1, 4, 3, 3, 3]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Niacinamide, Water, Panthenol"
"[3, 2, 2, 4, 3, 4, 4, 4, 1, 4, 4, 1, 3, 4]","Booster, Spot Treatment","Balancing, Custom Care","Panthenol, Niacinamide, Ceramide, Salicylic Acid"
"[4, 2, 3, 4, 1, 2, 4, 1, 1, 4, 2, 3, 3, 3]","Sunscreen, Serum","Balancing, Calming","Niacinamide, Panthenol, Cica, Allantoin"
"[3, 4, 4, 2, 3, 2, 4, 4, 1, 4, 4, 1, 3, 4]","Sunscreen, Booster","Oil Control, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[4, 1, 2, 1, 1, 4, 2, 4, 4, 1, 3, 1, 4, 1]","Sunscreen, Booster","Acne Free, Hydrating","Panthenol, Niacinamide, Allantoin, Glycol"
"[4, 2, 4, 2, 3, 4, 4, 1, 3, 1, 4, 3, 2, 1]","Booster, Sunscreen","Balancing, Custom Care","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 3, 3, 2, 4, 3, 1, 4, 2, 3, 4, 3, 4, 4]","Serum, Booster","Balancing, Balanced","Panthenol, Glycol, Allantoin, Niacinamide"
"[4, 4, 4, 2, 3, 2, 4, 2, 1, 4, 1, 1, 3, 2]","Sunscreen, Serum","Oil Control, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 1, 2, 2, 1, 2, 2, 1, 3, 4, 1, 2, 1, 3]","Calming Mask, Serum","Calming, Acne Free","Niacinamide, Cica, Panthenol, Allantoin"
"[4, 4, 3, 2, 3, 4, 3, 3, 4, 1, 1, 3, 1, 3]","Sunscreen, Serum","Protective, Balanced","Niacinamide, Panthenol, Cica, Allantoin"
"[1, 3, 3, 1, 4, 3, 4, 2, 2, 2, 3, 2, 3, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Panthenol, Niacinamide, Glycerin, Ceramide"
"[4, 4, 2, 4, 4, 2, 2, 4, 2, 1, 2, 3, 2, 4]","Serum, Booster","Balancing, Acne Free","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[2, 4, 3, 4, 1, 4, 2, 1, 1, 3, 2, 2, 1, 4]","Serum, Calming Mask","Calming, Pore Care","Cica, Allantoin, Panthenol, Salicylic Acid"
"[3, 3, 1, 4, 1, 1, 3, 4, 4, 2, 2, 3, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Water, Panthenol, Niacinamide"
"[4, 4, 3, 4, 4, 2, 4, 4, 1, 2, 2, 2, 1, 2]","Serum, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Cica, Allantoin"
"[1, 1, 2, 2, 3, 4, 1, 1, 1, 1, 2, 4, 1, 1]","Moisturizer, Sunscreen","Hydrating, Protective","Allantoin, Glycerin, Niacinamide, Ceramide"
"[4, 1, 2, 3, 2, 2, 1, 3, 1, 4, 1, 3, 1, 1]","Sunscreen, Moisturizer","Balancing, Balanced","Niacinamide, Panthenol, Glycerin, Allantoin"
"[1, 2, 4, 4, 2, 1, 3, 3, 2, 2, 2, 2, 3, 3]","Sunscreen, Serum","Soothing, Balanced","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[3, 1, 1, 4, 1, 3, 3, 1, 3, 4, 3, 2, 4, 1]","Sunscreen, Serum","Calming, Balanced Hydration","Allantoin, Ceramide, Cica, Niacinamide"
"[4, 1, 4, 1, 1, 1, 1, 2, 4, 2, 3, 2, 2, 1]","Sunscreen, Serum","Balancing, Hydrating","Panthenol, Niacinamide, Glycerin, Allantoin"
"[3, 2, 1, 1, 4, 1, 4, 2, 2, 3, 3, 2, 1, 3]","Sunscreen, Booster","Custom Care, Balanced Hydration","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[3, 2, 1, 1, 4, 2, 1, 2, 2, 4, 1, 1, 3, 4]","Sunscreen, Serum","Acne Free, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[2, 4, 2, 3, 3, 4, 2, 1, 3, 1, 4, 3, 2, 1]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 2, 4, 4, 2, 1, 4, 1, 1, 3, 2, 1, 2, 2]","Sunscreen, Moisturizer","Hydrating, Balancing","Allantoin, Panthenol, Ceramide, Salicylic Acid"
"[3, 3, 2, 1, 1, 1, 1, 3, 2, 3, 2, 2, 2, 1]","Moisturizer, Sunscreen","Balanced, Hydrating","Allantoin, Niacinamide, Glycerin, Panthenol"
"[1, 2, 2, 3, 4, 1, 4, 3, 1, 1, 1, 2, 2, 3]","Sunscreen, Booster","Hydrating, Balancing","Panthenol, Niacinamide, Allantoin, Glycerin"
"[3, 2, 2, 1, 1, 1, 1, 4, 1, 4, 4, 2, 1, 3]","Spot Treatment, Calming Mask","Hydrating, Calming","Allantoin, Panthenol, Glycerin, Cica"
"[3, 4, 1, 4, 2, 2, 1, 4, 2, 1, 4, 2, 4, 4]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[4, 3, 3, 3, 1, 1, 3, 2, 1, 4, 4, 3, 1, 2]","Serum, Sunscreen","Balancing, Balanced","Allantoin, Panthenol, Cica, Water"
"[1, 2, 3, 3, 3, 1, 3, 3, 4, 1, 3, 1, 3, 4]","Sunscreen, Serum","UV Protection, Balanced","Niacinamide, Allantoin, Water, Salicylic Acid"
"[1, 2, 3, 1, 2, 4, 3, 2, 2, 4, 1, 1, 2, 4]","Serum, Booster","Hydrating, Soothing","Panthenol, Salicylic Acid, Glycerin, Cica"
"[2, 4, 3, 3, 1, 3, 3, 2, 2, 1, 3, 4, 2, 3]","Sunscreen, Serum","Protective, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 1, 3, 3, 4, 1, 2, 1, 1, 3, 2, 4, 2, 3]","Sunscreen, Serum","Balancing, Protective","Allantoin, Panthenol, Niacinamide, Cica"
"[2, 1, 4, 1, 2, 1, 1, 3, 4, 4, 1, 3, 1, 1]","Sunscreen, Moisturizer","Pore Care, Hydrating","Niacinamide, Glycerin, Panthenol, Allantoin"
"[4, 3, 3, 3, 4, 4, 3, 3, 3, 4, 4, 1, 3, 1]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Niacinamide, Allantoin, Retinol"
"[3, 2, 3, 3, 2, 2, 4, 2, 4, 2, 2, 1, 3, 2]","Sunscreen, Serum","Soothing, Balanced Hydration","Allantoin, Niacinamide, Water, Panthenol"
"[3, 3, 1, 3, 2, 3, 1, 2, 2, 3, 1, 4, 3, 1]","Sunscreen, Moisturizer","Balanced, Soothing","Allantoin, Panthenol, Water, Salicylic Acid"
"[4, 4, 2, 1, 3, 1, 3, 2, 3, 4, 4, 4, 3, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Allantoin, Retinol"
"[3, 3, 2, 4, 3, 4, 3, 3, 2, 3, 4, 4, 1, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Niacinamide, Ceramide, Panthenol"
"[2, 4, 2, 2, 3, 2, 1, 2, 3, 4, 4, 3, 3, 4]","Sunscreen, Serum","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Bakuchiol"
"[3, 3, 3, 1, 2, 3, 4, 2, 4, 2, 4, 4, 1, 2]","Sunscreen, Serum","Protective, Balanced Hydration","Allantoin, Panthenol, Water, Cica"
"[2, 4, 2, 3, 2, 3, 2, 2, 2, 3, 3, 1, 3, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 4, 2, 2, 2, 1, 4, 4, 1, 1, 4, 1, 2, 2]","Booster, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 4, 1, 1, 1, 4, 3, 4, 2, 2, 1, 4, 1, 3]","Sunscreen, Calming Mask","Protective, Calming","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 1, 1, 3, 3, 1, 3, 3, 2, 1, 2, 4, 3, 4]","Sunscreen, Essence","Balancing, Protective","Allantoin, Niacinamide, Water, Salicylic Acid"
"[4, 1, 4, 1, 1, 2, 3, 4, 4, 4, 1, 3, 4, 2]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Allantoin, Niacinamide, Glycol"
"[1, 2, 2, 3, 3, 3, 4, 3, 1, 2, 2, 1, 3, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Ceramide, Glycerin, Salicylic Acid"
"[2, 3, 2, 4, 2, 3, 1, 4, 2, 4, 1, 3, 1, 3]","Cleanser, Moisturizer","Balanced, Protective","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 4, 2, 2, 2, 3, 4, 1, 1, 3, 3, 3, 2, 1]","Sunscreen, Essence","Hydrating, Balanced","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 2, 4, 4, 2, 1, 1, 3, 3, 3, 2, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Soothing","Allantoin, Glycerin, Ceramide, Salicylic Acid"
"[4, 1, 1, 1, 1, 4, 1, 4, 1, 3, 2, 4, 2, 4]","Sunscreen, Booster","Balancing, Hydrating","Panthenol, Allantoin, Glycol, Glycerin"
"[1, 2, 4, 4, 4, 1, 3, 3, 4, 4, 2, 2, 1, 3]","Sunscreen, Serum","UV Protection, Hydrating","Allantoin, Panthenol, Ceramide, Salicylic Acid"
"[2, 4, 1, 3, 4, 1, 2, 4, 2, 3, 2, 4, 1, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[3, 4, 2, 4, 3, 1, 2, 2, 2, 2, 1, 3, 1, 2]","Sunscreen, Serum","Balanced Hydration, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 2, 3, 4, 4, 4, 3, 4, 4, 1, 1, 1, 2, 4]","Serum, Booster","Balancing, Custom Care","Panthenol, Ceramide, Salicylic Acid, Cica"
"[1, 4, 4, 3, 4, 2, 2, 2, 3, 3, 4, 1, 4, 3]","Sunscreen, Mask","Balancing, Custom Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[3, 4, 1, 1, 3, 4, 3, 4, 2, 4, 1, 2, 1, 4]","Sunscreen, Booster","Custom Care, Balanced Hydration","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[2, 2, 2, 1, 3, 1, 4, 4, 4, 2, 2, 2, 2, 1]","Sunscreen, Booster","Pore Care, Hydrating","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[2, 2, 4, 2, 4, 1, 4, 1, 1, 2, 2, 1, 2, 2]","Cleanser, Booster","Pore Care, Custom Care","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 1, 1, 3, 2, 4, 2, 1, 1, 3, 4, 4, 3, 4]","Sunscreen, Moisturizer","Balancing, Hydrating","Allantoin, Panthenol, Ceramide, Glycerin"
"[1, 1, 4, 1, 3, 3, 1, 3, 2, 2, 2, 1, 3, 4]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Glycerin, Salicylic Acid, Ceramide"
"[2, 1, 1, 4, 1, 1, 2, 3, 4, 1, 4, 4, 2, 4]","Sunscreen, Cleanser","Balancing, UV Protection","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[2, 4, 2, 3, 1, 2, 2, 4, 4, 3, 4, 2, 2, 3]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 1, 2, 3, 3, 1, 4, 3, 1, 4, 3, 1, 1, 1]","Sunscreen, Moisturizer","Balancing, Acne Free","Niacinamide, Allantoin, Panthenol, Water"
"[1, 1, 3, 4, 2, 1, 3, 2, 2, 3, 2, 1, 2, 2]","Serum, Sunscreen","Soothing, Balancing","Panthenol, Allantoin, Niacinamide, Ceramide"
"[3, 3, 1, 3, 1, 2, 1, 4, 3, 1, 2, 3, 3, 2]","Sunscreen, Essence","Balanced, Balanced Hydration","Allantoin, Niacinamide, Water, Bakuchiol"
"[3, 4, 3, 2, 2, 4, 3, 1, 4, 4, 1, 4, 2, 3]","Serum, Sunscreen","Protective, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Cica"
"[2, 3, 1, 1, 2, 1, 2, 3, 1, 2, 2, 3, 2, 3]","Sunscreen, Cleanser","Balanced, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 3, 2, 1, 4, 3, 1, 3, 4, 1, 2, 3, 2, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Glycerin, Allantoin, Ceramide, Niacinamide"
"[3, 1, 2, 2, 4, 4, 1, 4, 1, 1, 4, 2, 1, 1]","Booster, Moisturizer","Custom Care, Hydrating","Panthenol, Allantoin, Niacinamide, Glycerin"
"[4, 3, 3, 2, 4, 2, 1, 1, 3, 1, 4, 2, 2, 2]","Serum, Booster","Balancing, Acne Prevention","Panthenol, Allantoin, Cica, Niacinamide"
"[1, 4, 3, 2, 1, 4, 1, 2, 4, 1, 3, 4, 3, 4]","Sunscreen, Serum","UV Protection, Balanced","Niacinamide, Allantoin, Panthenol, Glycerin"
"[1, 2, 4, 2, 4, 3, 4, 3, 4, 3, 4, 2, 3, 1]","Sunscreen, Booster","Hydrating, Custom Care","Ceramide, Panthenol, Salicylic Acid, Niacinamide"
"[3, 4, 3, 4, 2, 2, 4, 1, 2, 2, 1, 1, 1, 4]","Serum, Calming Mask","Balancing, Oil Control","Niacinamide, Panthenol, Cica, Allantoin"
"[2, 3, 2, 4, 4, 4, 3, 1, 4, 1, 1, 4, 1, 3]","Sunscreen, Calming Mask","Custom Care, Calming","Allantoin, Panthenol, Niacinamide, Cica"
"[3, 1, 1, 4, 2, 1, 4, 4, 3, 2, 4, 3, 3, 2]","Sunscreen, Serum","Custom Care, Balanced Hydration","Panthenol, Niacinamide, Allantoin, Water"
"[2, 1, 1, 2, 4, 2, 4, 3, 4, 3, 1, 1, 1, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 3, 2, 2, 4, 2, 2, 2, 2, 2, 3, 4, 2, 4]","Sunscreen, Cleanser","Oil Control, Balanced","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 4, 1, 2, 4, 3, 2, 3, 2, 3, 2, 1, 4, 1]","Sunscreen, Cleanser","Acne Free, Oil Control","Salicylic Acid, Niacinamide, Allantoin, Ceramide"
"[3, 2, 1, 2, 2, 4, 3, 3, 1, 4, 1, 1, 4, 1]","Sunscreen, Cleanser","Acne Free, Hydrating","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[4, 4, 3, 4, 1, 3, 4, 1, 2, 4, 4, 2, 4, 2]","Serum, Calming Mask","Balancing, Acne Prevention","Panthenol, Cica, Allantoin, Ceramide"
"[1, 1, 3, 4, 1, 3, 4, 4, 2, 4, 2, 1, 3, 3]","Serum, Essence","Protective, Custom Care","Niacinamide, Ceramide, Panthenol, Cica"
"[1, 3, 1, 1, 4, 1, 2, 3, 2, 4, 1, 3, 3, 1]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Glycerin, Salicylic Acid, Panthenol"
"[4, 4, 3, 4, 2, 3, 2, 3, 3, 4, 2, 4, 1, 4]","Serum, Essence","Balancing, Soothing","Panthenol, Allantoin, Glycol, Niacinamide"
"[4, 4, 1, 4, 2, 2, 4, 2, 2, 4, 3, 4, 3, 2]","Sunscreen, Serum","Balancing, Soothing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[1, 4, 4, 2, 4, 3, 3, 2, 3, 3, 3, 4, 4, 2]","Sunscreen, Serum","Custom Care, Protective","Allantoin, Niacinamide, Salicylic Acid, Ceramide"
"[1, 4, 4, 3, 4, 2, 2, 3, 4, 4, 2, 3, 1, 2]","Sunscreen, Mask","Balanced, Hydrating","Allantoin, Niacinamide, Salicylic Acid, Water"
"[1, 4, 3, 3, 1, 2, 3, 4, 3, 2, 3, 1, 2, 1]","Sunscreen, Serum","Hydrating, Balancing","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[2, 3, 1, 4, 3, 4, 3, 2, 2, 1, 2, 1, 1, 4]","Serum, Cleanser","Acne Free, Balancing","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[3, 3, 2, 4, 3, 4, 2, 4, 3, 3, 3, 1, 3, 1]","Sunscreen, Moisturizer","Balanced, Acne Free","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 1, 3, 2, 1, 2, 4, 3, 1, 3, 4, 3, 2, 1]","Sunscreen, Moisturizer","Hydrating, Oil Control","Niacinamide, Ceramide, Glycerin, Panthenol"
"[4, 3, 1, 2, 3, 3, 2, 4, 1, 4, 2, 2, 3, 1]","Moisturizer, Sunscreen","Balanced, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Ceramide"
"[2, 3, 2, 3, 1, 3, 2, 4, 1, 1, 1, 2, 2, 3]","Sunscreen, Cleanser","Acne Free, Balancing","Allantoin, Panthenol, Niacinamide, Cica"
"[3, 3, 2, 1, 4, 4, 4, 2, 4, 1, 2, 2, 2, 2]","Booster, Sunscreen","Custom Care, Balanced Hydration","Panthenol, Allantoin, Water, Aloe Vera"
"[2, 2, 1, 4, 4, 4, 3, 4, 3, 3, 4, 1, 3, 2]","Sunscreen, Booster","Custom Care, Pore Care","Panthenol, Salicylic Acid, Niacinamide, Ceramide"
"[3, 1, 3, 3, 1, 4, 2, 3, 1, 3, 2, 3, 2, 1]","Sunscreen, Essence","Balancing, Balanced","Allantoin, Niacinamide, Water, Cica"
"[3, 3, 4, 1, 1, 1, 4, 1, 1, 3, 2, 1, 2, 1]","Moisturizer, Essence","Hydrating, Calming","Allantoin, Glycerin, Panthenol, Water"
"[3, 4, 1, 2, 2, 2, 1, 2, 1, 4, 3, 2, 2, 2]","Sunscreen, Serum","Balanced Hydration, Oil Control","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 4, 1, 1, 3, 3, 3, 2, 2, 1, 2, 2, 2, 2]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[4, 3, 2, 3, 1, 1, 1, 4, 1, 1, 4, 2, 3, 4]","Sunscreen, Moisturizer","Balancing, Balanced","Panthenol, Allantoin, Glycol, Niacinamide"
"[3, 4, 4, 2, 2, 3, 1, 2, 3, 1, 1, 3, 4, 2]","Sunscreen, Serum","Balanced Hydration, Soothing","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 2, 4, 3, 3, 1, 4, 4, 3, 4, 1, 2, 2, 2]","Sunscreen, Booster","Custom Care, Balanced Hydration","Panthenol, Allantoin, Water, Salicylic Acid"
"[1, 4, 4, 1, 4, 3, 2, 1, 2, 3, 3, 3, 4, 4]","Sunscreen, Mask","Hydrating, Minimal Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 3, 2, 4, 2, 4, 1, 1, 1, 2, 4, 4, 3, 2]","Moisturizer, Sunscreen","Hydrating, Balanced","Ceramide, Allantoin, Panthenol, Glycerin"
"[1, 3, 3, 3, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]","Serum, Moisturizer","Hydrating, Balanced","Allantoin, Panthenol, Cica, Glycerin"
"[3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2]","Sunscreen, Spot Treatment","Balanced Hydration, Acne Free","Allantoin, Panthenol, Glycerin, Water"
"[4, 3, 3, 1, 4, 2, 4, 4, 3, 3, 1, 2, 2, 2]","Booster, Serum","Custom Care, Balancing","Panthenol, Allantoin, Cica, Glycol"
"[2, 4, 1, 1, 2, 4, 4, 1, 3, 2, 1, 3, 3, 2]","Sunscreen, Serum","Custom Care, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[4, 4, 3, 3, 1, 1, 3, 3, 2, 1, 3, 1, 1, 3]","Sunscreen, Serum","Balancing, Calming","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[2, 3, 1, 4, 3, 2, 4, 3, 2, 2, 2, 2, 3, 2]","Sunscreen, Cleanser","Balanced, Protective","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 4, 4, 1, 4, 2, 4, 3, 1, 3, 2, 1, 1, 2]","Sunscreen, Moisturizer","Hydrating, Custom Care","Niacinamide, Allantoin, Glycerin, Salicylic Acid"
"[3, 4, 4, 4, 2, 4, 3, 1, 2, 2, 4, 1, 1, 3]","Serum, Mask","Balancing, Calming","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 4, 2, 3, 3, 1, 1, 3, 1, 2, 4, 1, 1]","Essence, Sunscreen","Protective, Calming","Allantoin, Niacinamide, Salicylic Acid, Ceramide"
"[4, 4, 4, 1, 3, 1, 4, 1, 4, 3, 2, 4, 4, 4]","Sunscreen, Serum","Balancing, Protective","Allantoin, Panthenol, Glycol, Niacinamide"
"[2, 2, 2, 1, 3, 3, 4, 1, 1, 2, 2, 4, 2, 1]","Sunscreen, Spot Treatment","Protective, Hydrating","Niacinamide, Glycerin, Panthenol, Ceramide"
"[4, 4, 4, 4, 1, 1, 4, 2, 3, 1, 1, 3, 4, 2]","Sunscreen, Serum","Balancing, UV Protection","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 1, 1, 4, 4, 2, 1, 1, 3, 4, 1, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Custom Care","Glycerin, Ceramide, Niacinamide, Panthenol"
"[4, 1, 4, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 1]","Moisturizer, Serum","Hydrating, Balancing","Panthenol, Glycerin, Ceramide, Niacinamide"
"[1, 2, 1, 2, 2, 4, 3, 3, 2, 2, 1, 1, 4, 2]","Sunscreen, Cleanser","Acne Free, Oil Control","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[4, 2, 4, 1, 3, 4, 4, 1, 4, 1, 1, 1, 1, 2]","Sunscreen, Calming Mask","Custom Care, Calming","Panthenol, Allantoin, Salicylic Acid, Cica"
"[2, 3, 1, 2, 1, 3, 2, 2, 2, 4, 1, 4, 2, 3]","Cleanser, Sunscreen","Protective, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 4, 2, 3, 3, 4, 2, 2, 1, 1, 2, 3, 4, 4]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Allantoin, Panthenol, Glycerin"
"[1, 4, 2, 4, 1, 2, 2, 2, 4, 2, 2, 4, 2, 3]","Sunscreen, Serum","Protective, Acne Free","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 2, 4, 4, 4, 3, 3, 1, 1, 3, 2, 4, 2, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Ceramide, Allantoin, Panthenol, Glycerin"
"[1, 4, 2, 3, 3, 1, 2, 4, 3, 2, 1, 1, 3, 1]","Sunscreen, Moisturizer","Acne Free, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Ceramide"
"[3, 1, 4, 3, 1, 3, 1, 1, 2, 2, 2, 2, 3, 4]","Essence, Sunscreen","Balancing, Calming","Allantoin, Niacinamide, Cica, Water"
"[4, 1, 3, 4, 4, 1, 4, 1, 2, 3, 1, 2, 3, 4]","Serum, Sunscreen","Balancing, Acne Prevention","Panthenol, Cica, Niacinamide, Allantoin"
"[4, 1, 4, 1, 3, 1, 2, 2, 4, 1, 2, 2, 2, 2]","Sunscreen, Serum","UV Protection, Balancing","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 3, 4, 4, 4, 1, 1, 3, 1, 2, 3, 3, 3, 2]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Glycerin, Ceramide, Allantoin"
"[3, 2, 3, 3, 4, 4, 2, 2, 4, 2, 1, 1, 3, 2]","Sunscreen, Serum","Balanced Hydration, Custom Care","Allantoin, Panthenol, Water, Salicylic Acid"
"[2, 3, 1, 2, 4, 2, 3, 4, 4, 2, 3, 1, 1, 1]","Sunscreen, Cleanser","Balanced, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 4, 1, 4, 2, 1, 1, 1, 4, 1, 3, 3, 2, 4]","Sunscreen, Serum","Balancing, UV Protection","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 1, 4, 1, 1, 1, 1, 4, 2, 3, 1, 4, 4, 2]","Sunscreen, Cleanser","Pore Care, Minimal Care","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[1, 2, 1, 4, 3, 3, 3, 1, 1, 3, 3, 4, 1, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Ceramide, Allantoin, Glycerin, Salicylic Acid"
"[3, 4, 4, 1, 3, 1, 1, 3, 2, 2, 4, 1, 2, 1]","Sunscreen, Mask","Hydrating, Protective","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[3, 3, 3, 2, 1, 1, 4, 2, 3, 3, 1, 2, 4, 4]","Serum, Sunscreen","Acne Prevention, Custom Care","Allantoin, Panthenol, Cica, Water"
"[4, 4, 1, 3, 2, 3, 2, 3, 2, 3, 2, 2, 2, 1]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[1, 3, 3, 3, 2, 3, 3, 1, 2, 2, 1, 2, 3, 2]","Sunscreen, Serum","Balanced, Acne Prevention","Allantoin, Cica, Panthenol, Niacinamide"
"[2, 2, 1, 3, 2, 1, 2, 3, 4, 3, 1, 4, 1, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Allantoin, Salicylic Acid, Water, Panthenol"
"[4, 3, 3, 2, 1, 1, 2, 3, 1, 3, 1, 2, 1, 4]","Serum, Calming Mask","Balancing, Balanced","Allantoin, Cica, Panthenol, Glycol"
"[4, 1, 4, 4, 1, 1, 2, 3, 2, 1, 2, 1, 1, 3]","Sunscreen, Cleanser","Balancing, Calming","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
