Jawaban,Produk,Fitur,Bahan
"[2, 2, 1, 3, 2, 2, 3, 3, 1, 4, 1, 2, 4, 2]","Sunscreen, Serum","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 1, 4, 3, 1, 4, 2, 3, 2, 2, 1, 1, 1, 4]","Sunscreen, Calming Mask","Balancing, Calming","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[2, 2, 4, 2, 3, 1, 1, 1, 4, 3, 4, 3, 2, 2]","Sunscreen, Cleanser","Pore Care, UV Protection","Allantoin, Salicylic Acid, Niacinamide, Water"
"[3, 3, 4, 2, 1, 1, 2, 4, 4, 2, 1, 1, 1, 3]","Sunscreen, Cleanser","Calming, UV Protection","Allantoin, Salicylic Acid, Niacinamide, Water"
"[1, 2, 2, 3, 4, 1, 1, 3, 2, 1, 4, 4, 1, 2]","Sunscreen, Moisturizer","Balancing, UV Protection","Allantoin, Niacinamide, Glycerin, Ceramide"
"[4, 2, 1, 3, 3, 1, 3, 2, 4, 1, 4, 1, 2, 3]","Sunscreen, Serum","Balancing, UV Protection","Panthenol, Allantoin, Salicylic Acid, Water"
"[4, 4, 2, 2, 3, 2, 4, 1, 1, 3, 1, 2, 4, 2]","Sunscreen, Calming Mask","Oil Control, Minimal Care","Niacinamide, Panthenol, Allantoin, Cica"
"[1, 3, 3, 1, 2, 1, 2, 1, 3, 2, 2, 1, 4, 4]","Serum, Sunscreen","Hydrating, Soothing","Allantoin, Panthenol, Glycerin, Cica"
"[4, 1, 3, 1, 2, 4, 1, 2, 1, 2, 4, 4, 2, 1]","Serum, Booster","Balancing, Hydrating","Panthenol, Glycerin, Ceramide, Niacinamide"
"[2, 2, 1, 4, 2, 4, 1, 3, 2, 4, 2, 3, 3, 4]","Sunscreen, Serum","Balanced, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[1, 2, 4, 1, 1, 3, 1, 1, 2, 1, 1, 4, 1, 1]","Calming Mask, Moisturizer","Hydrating, Calming","Allantoin, Glycerin, Cica, Ceramide"
"[4, 2, 1, 3, 4, 1, 1, 4, 1, 1, 4, 4, 2, 2]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[4, 3, 2, 3, 4, 1, 3, 3, 1, 2, 2, 2, 1, 1]","Sunscreen, Moisturizer","Balancing, Balanced","Allantoin, Panthenol, Niacinamide, Water"
"[2, 4, 4, 3, 2, 2, 3, 3, 2, 3, 4, 2, 2, 3]","Sunscreen, Cleanser","Balancing, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[4, 3, 2, 4, 2, 2, 4, 1, 4, 3, 4, 4, 1, 3]","Sunscreen, Serum","Balancing, Calming","Allantoin, Panthenol, Niacinamide, Ceramide"
"[1, 2, 1, 1, 1, 2, 1, 1, 4, 2, 4, 2, 2, 4]","Sunscreen, Moisturizer","Balancing, Hydrating","Panthenol, Glycerin, Cica, Allantoin"
"[2, 1, 2, 1, 3, 2, 1, 1, 3, 2, 2, 4, 1, 4]","Sunscreen, Calming Mask","Protective, Pore Care","Niacinamide, Allantoin, Glycerin, Panthenol"
"[4, 1, 3, 4, 1, 2, 1, 2, 4, 3, 4, 4, 2, 2]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Allantoin, Niacinamide, Cica"
"[4, 1, 3, 1, 3, 3, 1, 1, 4, 4, 3, 3, 1, 4]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Panthenol, Cica, Allantoin"
"[3, 1, 1, 4, 1, 2, 2, 1, 2, 1, 4, 2, 4, 2]","Sunscreen, Toner","Balanced Hydration, Acne Free","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 4, 1, 4, 1, 3, 2, 2, 4, 4, 1, 1, 1, 2]","Sunscreen, Calming Mask","Acne Free, Balanced Hydration","Allantoin, Salicylic Acid, Panthenol, Cica"
"[4, 3, 2, 2, 4, 3, 3, 1, 4, 4, 4, 2, 2, 2]","Booster, Serum","Balancing, Balanced","Panthenol, Allantoin, Niacinamide, Ceramide"
"[1, 4, 4, 3, 3, 4, 1, 4, 4, 2, 1, 4, 1, 2]","Sunscreen, Moisturizer","Protective, Custom Care","Allantoin, Niacinamide, Panthenol, Glycerin"
"[3, 3, 3, 1, 1, 2, 3, 4, 2, 3, 3, 2, 1, 1]","Sunscreen, Moisturizer","Balanced, Acne Prevention","Allantoin, Cica, Panthenol, Niacinamide"
"[2, 3, 1, 1, 3, 1, 2, 2, 3, 3, 2, 4, 4, 1]","Sunscreen, Cleanser","Acne Free, Hydrating","Allantoin, Salicylic Acid, Niacinamide, Glycerin"
"[4, 1, 2, 1, 1, 2, 2, 3, 1, 1, 4, 1, 3, 3]","Sunscreen, Cleanser","Acne Free, Balancing","Niacinamide, Panthenol, Glycerin, Allantoin"
"[3, 2, 1, 1, 2, 1, 2, 3, 1, 4, 4, 3, 1, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Allantoin, Salicylic Acid, Glycerin, Panthenol"
"[2, 1, 3, 1, 2, 3, 1, 3, 3, 4, 1, 3, 3, 2]","Sunscreen, Serum","Balanced, Pore Care","Niacinamide, Panthenol, Cica, Glycerin"
"[4, 3, 2, 4, 4, 3, 3, 1, 4, 2, 1, 3, 1, 1]","Serum, Calming Mask","Balancing, Balanced","Panthenol, Allantoin, Niacinamide, Ceramide"
"[2, 2, 3, 2, 2, 4, 4, 4, 1, 3, 1, 4, 1, 2]","Booster, Sunscreen","Custom Care, Pore Care","Panthenol, Allantoin, Salicylic Acid, Cica"
"[1, 1, 2, 3, 2, 3, 3, 4, 2, 2, 4, 3, 1, 4]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Panthenol, Ceramide, Allantoin"
"[3, 3, 1, 3, 3, 4, 1, 3, 1, 2, 4, 4, 2, 1]","Sunscreen, Moisturizer","Balancing, Protective","Allantoin, Niacinamide, Panthenol, Glycerin"
"[1, 4, 2, 1, 1, 4, 3, 3, 2, 4, 1, 3, 1, 3]","Calming Mask, Sunscreen","Hydrating, Calming","Niacinamide, Panthenol, Cica, Glycerin"
"[1, 2, 1, 2, 2, 2, 1, 3, 1, 1, 3, 4, 1, 4]","Sunscreen, Moisturizer","Hydrating, Oil Control","Niacinamide, Glycerin, Salicylic Acid, Allantoin"
"[4, 4, 4, 4, 4, 3, 2, 4, 3, 2, 3, 3, 2, 1]","Serum, Booster","Balancing, Custom Care","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[2, 2, 2, 2, 4, 1, 1, 4, 1, 3, 3, 3, 2, 4]","Sunscreen, Booster","Pore Care, Custom Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 1, 2, 4, 3, 3, 4, 2, 3, 2, 2, 1, 2]","Essence, Sunscreen","Balanced Hydration, Oil Control","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 3, 1, 4, 2, 4, 1, 4, 1, 4, 2, 4, 1, 3]","Serum, Moisturizer","Balancing, Soothing","Panthenol, Allantoin, Glycol, Ceramide"
"[1, 1, 4, 4, 4, 4, 3, 1, 2, 2, 4, 1, 1, 2]","Booster, Serum","Balancing, Custom Care","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[3, 2, 4, 4, 4, 4, 3, 1, 2, 3, 1, 1, 1, 3]","Calming Mask, Serum","Custom Care, Calming","Allantoin, Salicylic Acid, Panthenol, Cica"
"[2, 1, 2, 2, 1, 2, 2, 4, 1, 3, 3, 2, 4, 1]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[1, 4, 2, 2, 4, 2, 1, 1, 3, 4, 3, 3, 3, 4]","Sunscreen, Moisturizer","Balanced, Oil Control","Niacinamide, Glycerin, Salicylic Acid, Panthenol"
"[1, 1, 1, 4, 1, 1, 4, 4, 2, 3, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Ceramide"
"[1, 1, 4, 2, 3, 1, 2, 4, 1, 2, 2, 4, 3, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 3, 3, 2, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 1, 1, 3, 3, 2, 2, 2, 2, 2, 2, 1, 4, 4]","Sunscreen, Cleanser","Acne Free, Balancing","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[3, 2, 2, 2, 2, 2, 1, 2, 1, 4, 1, 1, 3, 3]","Sunscreen, Spot Treatment","Acne Free, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[3, 3, 2, 4, 2, 3, 2, 3, 1, 1, 4, 4, 4, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Allantoin, Ceramide, Panthenol, Niacinamide"
"[1, 2, 1, 4, 3, 3, 3, 4, 1, 4, 2, 1, 2, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Ceramide, Salicylic Acid, Panthenol, Glycerin"
"[3, 4, 3, 2, 2, 1, 1, 1, 2, 4, 1, 4, 3, 4]","Serum, Sunscreen","Oil Control, Balanced Hydration","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[1, 3, 4, 3, 1, 2, 1, 2, 2, 1, 3, 1, 2, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Allantoin, Niacinamide, Glycerin, Salicylic Acid"
"[1, 4, 2, 2, 1, 4, 4, 1, 2, 4, 4, 1, 3, 4]","Cleanser, Booster","Acne Free, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Ceramide"
"[2, 2, 1, 3, 1, 3, 1, 4, 2, 2, 3, 3, 3, 3]","Sunscreen, Cleanser","Protective, Balanced","Niacinamide, Salicylic Acid, Allantoin, Water"
"[4, 4, 1, 2, 1, 3, 3, 3, 2, 2, 3, 4, 3, 1]","Sunscreen, Serum","Protective, Balanced","Niacinamide, Salicylic Acid, Allantoin, Ceramide"
"[4, 2, 1, 2, 3, 2, 4, 2, 3, 3, 1, 3, 2, 3]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[4, 4, 4, 2, 3, 4, 3, 3, 2, 2, 3, 1, 3, 3]","Sunscreen, Cleanser","Protective, Balanced","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[3, 2, 1, 1, 4, 2, 1, 2, 3, 3, 1, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Custom Care","Panthenol, Allantoin, Glycerin, Salicylic Acid"
"[4, 4, 4, 2, 2, 3, 2, 2, 4, 3, 1, 3, 4, 1]","Sunscreen, Serum","Soothing, Minimal Care","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[1, 1, 2, 1, 3, 2, 1, 1, 2, 1, 3, 4, 1, 4]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Allantoin, Glycerin, Panthenol"
"[1, 1, 2, 3, 2, 2, 3, 3, 1, 2, 4, 2, 1, 3]","Sunscreen, Moisturizer","Hydrating, Balancing","Niacinamide, Ceramide, Panthenol, Glycerin"
"[3, 1, 4, 1, 2, 1, 4, 2, 2, 1, 4, 4, 4, 3]","Sunscreen, Serum","Soothing, UV Protection","Allantoin, Panthenol, Niacinamide, Water"
"[1, 4, 3, 4, 2, 1, 4, 4, 4, 1, 2, 4, 4, 1]","Sunscreen, Serum","UV Protection, Hydrating","Allantoin, Panthenol, Ceramide, Glycerin"
"[4, 4, 2, 1, 1, 2, 4, 3, 4, 3, 3, 4, 3, 2]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Allantoin, Panthenol, Glycol"
"[3, 2, 4, 4, 3, 2, 2, 1, 3, 3, 1, 1, 3, 4]","Sunscreen, Serum","Balancing, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[2, 4, 1, 2, 2, 4, 1, 1, 3, 4, 1, 4, 1, 1]","Calming Mask, Cleanser","Pore Care, Custom Care","Salicylic Acid, Niacinamide, Panthenol, Cica"
"[3, 2, 3, 2, 2, 1, 2, 1, 2, 3, 2, 4, 3, 4]","Sunscreen, Serum","Oil Control, Soothing","Allantoin, Salicylic Acid, Niacinamide, Water"
"[3, 3, 1, 4, 3, 4, 3, 4, 2, 1, 1, 2, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[3, 3, 1, 2, 3, 2, 2, 4, 1, 2, 3, 2, 1, 2]","Sunscreen, Moisturizer","Balanced Hydration, Balanced","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 4, 1, 1, 2, 1, 3, 1, 3, 1, 2, 2, 2, 1]","Sunscreen, Serum","Hydrating, Soothing","Allantoin, Panthenol, Water, Salicylic Acid"
"[4, 3, 1, 4, 2, 3, 2, 2, 4, 3, 2, 4, 2, 3]","Sunscreen, Serum","Balancing, Soothing","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[1, 2, 2, 1, 2, 4, 2, 3, 4, 4, 4, 1, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Panthenol, Glycerin, Ceramide, Salicylic Acid"
"[3, 1, 4, 1, 2, 2, 3, 1, 4, 3, 4, 4, 3, 4]","Sunscreen, Serum","Balancing, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Water"
"[1, 4, 2, 2, 3, 1, 3, 1, 1, 3, 3, 4, 2, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Allantoin, Glycerin, Ceramide"
"[4, 2, 3, 4, 1, 3, 1, 1, 3, 4, 4, 2, 3, 3]","Serum, Calming Mask","Balancing, Acne Prevention","Panthenol, Cica, Ceramide, Allantoin"
"[1, 2, 4, 4, 4, 3, 1, 2, 4, 4, 3, 3, 2, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Ceramide, Glycerin, Salicylic Acid"
"[4, 2, 3, 4, 4, 3, 4, 3, 4, 4, 1, 1, 1, 1]","Serum, Booster","Balancing, Custom Care","Panthenol, Cica, Ceramide, Salicylic Acid"
"[4, 4, 4, 1, 1, 3, 2, 3, 4, 3, 3, 1, 1, 2]","Sunscreen, Mask","Calming, Acne Free","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 3, 3, 4, 4, 3, 1, 3, 2, 3, 4, 2, 1, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Allantoin, Panthenol, Cica, Ceramide"
"[2, 4, 3, 2, 4, 4, 4, 2, 4, 2, 1, 4, 3, 1]","Sunscreen, Booster","Custom Care, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 4, 2, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Allantoin, Salicylic Acid, Glycerin, Panthenol"
"[3, 4, 4, 2, 2, 2, 2, 4, 3, 4, 1, 2, 1, 1]","Mask, Cleanser","Oil Control, Custom Care","Salicylic Acid, Panthenol, Niacinamide, Cica"
"[2, 3, 4, 1, 2, 4, 4, 4, 3, 3, 4, 1, 2, 3]","Booster, Cleanser","Custom Care, Balancing","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 4, 4, 1, 1, 3, 1, 4, 1, 4, 2, 2, 1, 4]","Serum, Mask","Balancing, Hydrating","Panthenol, Glycol, Glycerin, Cica"
"[3, 1, 4, 1, 1, 2, 2, 3, 2, 4, 2, 3, 2, 1]","Sunscreen, Essence","Hydrating, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[3, 3, 2, 2, 4, 1, 3, 3, 1, 3, 4, 1, 1, 4]","Sunscreen, Moisturizer","Balanced, Acne Free","Allantoin, Niacinamide, Panthenol, Water"
"[4, 1, 2, 1, 3, 4, 3, 1, 2, 1, 4, 1, 4, 3]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 2, 2, 4, 3, 3, 3, 2, 2, 1, 4, 3, 3, 4]","Serum, Sunscreen","Balancing, Protective","Niacinamide, Ceramide, Panthenol, Salicylic Acid"
"[4, 4, 1, 4, 2, 3, 2, 2, 3, 1, 1, 1, 1, 4]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Salicylic Acid, Glycol, Niacinamide"
"[1, 4, 2, 3, 1, 3, 3, 3, 1, 1, 4, 4, 3, 1]","Sunscreen, Moisturizer","Hydrating, Balancing","Ceramide, Niacinamide, Allantoin, Glycerin"
"[2, 4, 2, 1, 1, 2, 4, 1, 2, 4, 2, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Calming","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 1, 4, 1, 1, 1, 1, 3, 2, 2, 3, 1, 4]","Sunscreen, Serum","Calming, Balancing","Allantoin, Cica, Water, Salicylic Acid"
"[1, 4, 1, 1, 3, 1, 1, 1, 3, 1, 3, 3, 4, 4]","Sunscreen, Moisturizer","Hydrating, UV Protection","Niacinamide, Allantoin, Glycerin, Salicylic Acid"
"[1, 2, 3, 4, 3, 3, 3, 1, 1, 4, 2, 1, 1, 4]","Serum, Moisturizer","Hydrating, Balancing","Ceramide, Cica, Allantoin, Glycerin"
"[4, 1, 2, 3, 1, 3, 2, 4, 4, 2, 4, 3, 1, 2]","Sunscreen, Calming Mask","Balancing, Acne Free","Allantoin, Niacinamide, Panthenol, Glycol"
"[2, 4, 2, 3, 3, 3, 2, 2, 3, 3, 3, 4, 2, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 4, 4, 3, 2, 1, 3, 4, 2, 4, 3, 4, 4, 2]","Sunscreen, Serum","Balancing, Pore Care","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[4, 2, 4, 4, 1, 3, 3, 4, 3, 4, 3, 1, 1, 4]","Serum, Calming Mask","Balancing, Calming","Panthenol, Glycol, Salicylic Acid, Ceramide"
"[3, 3, 1, 3, 3, 4, 1, 1, 3, 1, 2, 3, 4, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Allantoin, Water, Niacinamide, Bakuchiol"
"[2, 2, 3, 3, 2, 1, 2, 1, 2, 3, 3, 4, 3, 4]","Sunscreen, Cleanser","Pore Care, Balancing","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 3, 3, 2, 1, 2, 3, 4, 4, 3, 3, 3, 4, 1]","Sunscreen, Cleanser","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 1, 3, 3, 2, 1, 4, 2, 3, 4, 1, 3, 2, 2]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Allantoin, Niacinamide, Cica"
"[2, 4, 3, 2, 3, 3, 2, 4, 3, 3, 4, 2, 2, 1]","Cleanser, Booster","Pore Care, Acne Prevention","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[2, 3, 2, 1, 1, 2, 2, 3, 3, 2, 1, 4, 4, 3]","Sunscreen, Cleanser","Protective, Balanced","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 1, 4, 1, 3, 4, 3, 1, 2, 2, 2, 1, 2, 3]","Sunscreen, Essence","Protective, Balanced Hydration","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 3, 3, 3, 4, 1, 4, 3, 3, 2, 1, 4, 2, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Allantoin, Cica, Water"
"[2, 1, 4, 4, 3, 1, 3, 2, 3, 1, 3, 4, 4, 3]","Sunscreen, Serum","Protective, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[2, 2, 2, 4, 1, 3, 1, 1, 1, 4, 4, 4, 1, 3]","Calming Mask, Spot Treatment","Calming, Protective","Ceramide, Allantoin, Niacinamide, Cica"
"[3, 4, 2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 1, 3]","Sunscreen, Essence","Protective, Balanced","Niacinamide, Allantoin, Retinol, Bakuchiol"
"[2, 2, 3, 4, 2, 4, 3, 2, 3, 4, 3, 4, 3, 2]","Serum, Sunscreen","Pore Care, Soothing","Panthenol, Niacinamide, Salicylic Acid, Retinol"
"[1, 1, 3, 3, 3, 2, 4, 1, 2, 4, 1, 2, 3, 4]","Sunscreen, Toner","Acne Prevention, Balancing","Niacinamide, Cica, Panthenol, Allantoin"
"[3, 3, 4, 4, 3, 1, 3, 3, 1, 2, 3, 1, 4, 3]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Allantoin, Water, Salicylic Acid"
"[3, 4, 1, 3, 4, 1, 1, 3, 1, 3, 3, 1, 2, 3]","Sunscreen, Booster","Acne Free, Balancing","Niacinamide, Allantoin, Water, Salicylic Acid"
"[4, 3, 3, 4, 2, 1, 3, 3, 4, 1, 1, 2, 2, 4]","Serum, Sunscreen","Balancing, UV Protection","Panthenol, Allantoin, Cica, Glycol"
"[2, 1, 1, 4, 4, 2, 2, 4, 2, 1, 1, 2, 4, 3]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 2, 3, 3, 3, 3, 3, 3, 2, 4, 4, 3, 3, 2]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Ceramide"
"[3, 4, 1, 2, 2, 2, 4, 3, 3, 2, 4, 3, 1, 3]","Sunscreen, Serum","Oil Control, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 4, 2, 2, 2, 4, 4, 2, 4, 4, 1, 1, 4]","Cleanser, Booster","Oil Control, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 3, 4, 3, 3, 3, 2, 1, 4, 1, 1, 3, 2]","Serum, Sunscreen","Pore Care, Protective","Niacinamide, Ceramide, Panthenol, Salicylic Acid"
"[4, 3, 1, 4, 1, 4, 3, 2, 4, 1, 2, 1, 2, 1]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[2, 2, 2, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3]","Sunscreen, Spot Treatment","Protective, Balanced","Niacinamide, Salicylic Acid, Allantoin, Retinol"
"[4, 2, 1, 1, 2, 4, 3, 3, 1, 4, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[4, 3, 3, 3, 4, 3, 4, 1, 3, 4, 2, 3, 2, 1]","Serum, Booster","Balancing, Custom Care","Panthenol, Allantoin, Cica, Ceramide"
"[1, 2, 2, 3, 2, 4, 4, 2, 1, 2, 3, 4, 1, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Panthenol, Allantoin, Glycerin"
"[1, 1, 3, 2, 2, 3, 3, 2, 1, 4, 2, 1, 2, 3]","Serum, Moisturizer","Soothing, Hydrating","Niacinamide, Ceramide, Panthenol, Glycerin"
"[4, 2, 3, 4, 4, 2, 3, 3, 1, 4, 4, 3, 1, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Ceramide, Niacinamide, Glycol"
"[2, 3, 4, 2, 4, 1, 1, 3, 4, 2, 2, 4, 2, 2]","Sunscreen, Cleanser","Balanced, UV Protection","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 2, 4, 2, 4, 4, 3, 1, 4, 4, 1, 4, 1, 4]","Calming Mask, Booster","Custom Care, Calming","Allantoin, Panthenol, Salicylic Acid, Cica"
"[2, 2, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 4, 4]","Sunscreen, Serum","Pore Care, Acne Prevention","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 2, 4, 1, 4, 4, 4, 1, 4, 2, 4, 4, 1, 3]","Booster, Sunscreen","Custom Care, Protective","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[4, 4, 4, 2, 1, 4, 3, 2, 3, 2, 4, 1, 1, 3]","Serum, Mask","Balancing, Calming","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[3, 2, 4, 3, 2, 1, 1, 1, 2, 4, 3, 4, 2, 1]","Sunscreen, Moisturizer","Balancing, Balanced Hydration","Allantoin, Water, Salicylic Acid, Panthenol"
"[2, 4, 2, 4, 2, 2, 4, 3, 1, 3, 4, 4, 2, 2]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Panthenol, Ceramide, Allantoin"
"[2, 1, 1, 1, 2, 2, 3, 1, 1, 2, 2, 1, 2, 4]","Sunscreen, Serum","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[3, 1, 4, 3, 4, 3, 1, 1, 3, 3, 2, 3, 1, 1]","Essence, Sunscreen","Custom Care, Calming","Allantoin, Water, Niacinamide, Ceramide"
"[1, 2, 4, 4, 4, 4, 2, 3, 4, 2, 4, 4, 4, 4]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Ceramide, Salicylic Acid, Allantoin"
"[1, 4, 1, 2, 3, 3, 3, 3, 1, 4, 3, 3, 2, 2]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Ceramide, Salicylic Acid, Glycerin"
"[1, 4, 3, 2, 4, 3, 4, 2, 4, 2, 2, 2, 3, 1]","Sunscreen, Moisturizer","Hydrating, Acne Prevention","Niacinamide, Panthenol, Ceramide, Glycerin"
"[2, 4, 4, 2, 2, 3, 2, 1, 4, 4, 4, 1, 1, 2]","Cleanser, Mask","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[4, 2, 4, 4, 1, 1, 4, 2, 1, 4, 3, 2, 3, 3]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[3, 1, 4, 2, 1, 3, 1, 1, 2, 4, 3, 4, 4, 3]","Sunscreen, Essence","Protective, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[4, 1, 1, 3, 3, 2, 1, 2, 4, 2, 2, 3, 3, 2]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Allantoin, Panthenol, Water"
"[1, 4, 2, 3, 3, 3, 4, 4, 3, 1, 3, 4, 2, 4]","Sunscreen, Booster","Balancing, Protective","Niacinamide, Panthenol, Allantoin, Ceramide"
"[2, 2, 2, 3, 2, 3, 3, 4, 3, 3, 4, 1, 1, 2]","Sunscreen, Serum","Pore Care, Acne Free","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[1, 2, 4, 3, 3, 2, 1, 4, 3, 4, 2, 1, 3, 4]","Sunscreen, Moisturizer","Balancing, Custom Care","Niacinamide, Salicylic Acid, Glycerin, Allantoin"
"[4, 2, 3, 2, 4, 4, 2, 2, 1, 4, 4, 2, 4, 2]","Serum, Booster","Balancing, Acne Prevention","Panthenol, Salicylic Acid, Cica, Ceramide"
"[1, 4, 3, 4, 4, 1, 1, 2, 4, 1, 3, 3, 2, 3]","Sunscreen, Serum","UV Protection, Balancing","Niacinamide, Panthenol, Allantoin, Glycerin"
"[1, 4, 4, 4, 1, 4, 4, 4, 4, 3, 4, 1, 2, 1]","Booster, Moisturizer","Balancing, Custom Care","Panthenol, Ceramide, Salicylic Acid, Allantoin"
"[1, 2, 1, 4, 4, 1, 1, 3, 3, 2, 2, 1, 2, 4]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[2, 4, 2, 3, 1, 1, 4, 4, 3, 2, 4, 4, 1, 2]","Sunscreen, Booster","Custom Care, Pore Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
